timestamp,close,high,low,trade_count,open,volume,vwap
2024-02-29 19:02:00-05:00,189.33,189.33,189.33,2,189.33,201,189.33
2024-02-29 19:07:00-05:00,189.2,189.2,189.2,1,189.2,120,189.2
2024-02-29 19:21:00-05:00,189.11,189.11,189.11,1,189.11,100,189.11
2024-03-01 04:00:00-05:00,188.92,188.92,188.92,6,188.92,538,188.92
2024-03-01 04:22:00-05:00,189.37,189.37,189.37,1,189.37,120,189.37
2024-03-01 05:21:00-05:00,189.8,189.8,189.8,1,189.8,200,189.8
2024-03-01 05:30:00-05:00,189.84,189.84,189.84,1,189.84,1000,189.84
2024-03-01 05:33:00-05:00,189.99,189.99,189.99,4,189.99,202,189.99
2024-03-01 05:37:00-05:00,190.15,190.19,190.15,18,190.19,2235,190.164286
2024-03-01 05:38:00-05:00,190.2,190.24,190.2,4,190.24,855,190.204678
2024-03-01 05:39:00-05:00,190.2,190.2,190.2,2,190.2,1245,190.2
2024-03-01 05:40:00-05:00,190.13,190.13,190.13,4,190.13,500,190.13
2024-03-01 05:46:00-05:00,190.12,190.12,190.12,1,190.12,100,190.12
2024-03-01 05:51:00-05:00,190.18,190.18,190.18,1,190.18,100,190.18
2024-03-01 05:53:00-05:00,190.19,190.19,190.19,2,190.19,105,190.19
2024-03-01 06:05:00-05:00,190.26,190.26,190.26,2,190.26,120,190.26
2024-03-01 06:08:00-05:00,190.31,190.31,190.3,3,190.3,401,190.3075
2024-03-01 06:18:00-05:00,190.3,190.3,190.3,3,190.3,779,190.3
2024-03-01 06:36:00-05:00,190.4,190.4,190.4,2,190.4,101,190.4
2024-03-01 06:42:00-05:00,190.5,190.5,190.5,3,190.5,164,190.5
2024-03-01 06:52:00-05:00,190.31,190.31,190.31,2,190.31,400,190.31
2024-03-01 07:00:00-05:00,190.3,190.3,190.3,26,190.3,1297,190.3
2024-03-01 07:02:00-05:00,190.47,190.47,190.47,4,190.47,301,190.47
2024-03-01 07:08:00-05:00,190.3,190.3,190.3,2,190.3,200,190.3
2024-03-01 07:18:00-05:00,190.21,190.21,190.21,4,190.21,329,190.21
2024-03-01 07:27:00-05:00,190.259,190.259,190.259,1,190.259,300,190.259
2024-03-01 07:41:00-05:00,190.25,190.25,190.25,2,190.25,200,190.25
2024-03-01 07:45:00-05:00,190.2,190.2,190.2,9,190.2,456,190.2
2024-03-01 08:00:00-05:00,190.32,190.46,190.1104,50,190.345,4418,190.197925
2024-03-01 08:01:00-05:00,190.02,190.02,189.6,25,189.61,480,189.743333
2024-03-01 08:05:00-05:00,190.03,190.03,190.03,7,190.03,168,190.03
2024-03-01 08:07:00-05:00,190.0,190.0,190.0,7,190.0,631,190.0
2024-03-01 08:19:00-05:00,190.01,190.01,190.01,5,190.01,400,190.01
2024-03-01 08:20:00-05:00,189.94,189.94,189.94,2,189.94,150,189.94
2024-03-01 08:21:00-05:00,189.99,189.99,189.99,1,189.99,300,189.99
2024-03-01 08:22:00-05:00,190.03,190.03,190.03,1,190.03,400,190.03
2024-03-01 08:23:00-05:00,189.98,189.98,189.98,2,189.98,501,189.98
2024-03-01 08:35:00-05:00,190.21,190.21,190.21,4,190.21,108,190.21
2024-03-01 08:37:00-05:00,189.99,189.99,189.99,9,189.99,4521,189.99
2024-03-01 08:38:00-05:00,189.98,189.98,189.98,4,189.98,115,189.98
2024-03-01 08:39:00-05:00,190.0,190.0,190.0,2,190.0,103,190.0
2024-03-01 08:49:00-05:00,190.03,190.03,190.03,3,190.03,2005,190.03
2024-03-01 09:00:00-05:00,190.0,190.0,190.0,1,190.0,200,190.0
2024-03-01 09:04:00-05:00,190.04,190.08,190.04,39,190.08,4699,190.061333
2024-03-01 09:06:00-05:00,190.07,190.07,190.07,3,190.07,214,190.07
2024-03-01 09:07:00-05:00,190.07,190.1,190.07,8,190.1,625,190.08
2024-03-01 09:08:00-05:00,190.08,190.08,190.08,1,190.08,100,190.08
